tag,region,model,horizon,mae_mean,mae_std
PCS,Business Bay,RF,2,3.8864544103481116,1.9217911915437211
PCS,Business Bay,RF,6,5.401915186037822,2.4514925995607784
PCS,Business Bay,RF,10,5.885884628728514,3.210849189322927
PCS,Business Bay,RF,14,6.475369148277669,3.656019212273535
PCS,Business Bay,RF,18,6.586295252023203,3.5392991995873238
PCS,Business Bay,RF,22,6.45467157430475,2.942661102094871
PCS,Business Bay,RF,26,5.989547315081699,2.1648326354501655
PCS,Business Bay,RF,30,5.0360452366784845,2.2104689768022734
PCS,Business Bay,RF,34,5.7576681667674485,1.5318878471741009
PCS,DAMAC HILLS 2,RF,2,0.5157797686241967,0.46902722669927105
PCS,DAMAC HILLS 2,RF,6,0.6898271439858196,0.599390896717361
PCS,DAMAC HILLS 2,RF,10,0.9000727864948042,0.7764257925351207
PCS,DAMAC HILLS 2,RF,14,0.9494428638922109,0.8296535853420883
PCS,DAMAC HILLS 2,RF,18,0.9480122310109037,0.6414584605227225
PCS,DAMAC HILLS 2,RF,22,1.0651403175966607,0.7143645136328751
PCS,DAMAC HILLS 2,RF,26,1.1535927932389722,0.8671971271784912
PCS,DAMAC HILLS 2,RF,30,0.9403822902677559,0.7232522230685052
PCS,DAMAC HILLS 2,RF,34,0.8317003189347771,0.5645221371457145
PCS,DAMAC HILLS,RF,2,2.5656021970683676,1.232284206778631
PCS,DAMAC HILLS,RF,6,4.439153197060739,1.9582416640476783
PCS,DAMAC HILLS,RF,10,5.004969648984277,2.013296776197569
PCS,DAMAC HILLS,RF,14,4.922756925688708,1.9214234496011318
PCS,DAMAC HILLS,RF,18,4.831240486690894,1.863017913579775
PCS,DAMAC HILLS,RF,22,4.394534754243649,1.3260404433401505
PCS,DAMAC HILLS,RF,26,4.294154606254811,1.2614842340390964
PCS,DAMAC HILLS,RF,30,3.7529675228719874,1.2119190297511402
PCS,DAMAC HILLS,RF,34,3.6037789447147284,0.9184215793978381
PCS,TOWN SQUARE,RF,2,2.18908654791439,1.421981323442714
PCS,TOWN SQUARE,RF,6,3.229673459382449,2.480886616591973
PCS,TOWN SQUARE,RF,10,3.8449245648370636,2.788248662237521
PCS,TOWN SQUARE,RF,14,3.5698848297007473,2.3075986777726665
